source,country,link,author,published,headline,subheading,article_content
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4721097/,Oleksandr BOYKO,2023-02-14,The Ministry of Defense of Russia reported the destruction of the hangar with military equipment of the brigade of the Armed Forces of Ukraine,"In addition, our soldiers shot down enemy MiG-29 and Mi-8, as well as dozens of tanks, armored vehicles, self-propelled guns and pickups of the enemy.","At the briefing, the official representative of the Ministry of Defense Igor Konashenkov told reporters about the losses in the ranks of the Armed Forces of Ukraine: in the Kupyansk direction, attacks by assault and army aviation, artillery fire destroyed up to 70 Ukrainian servicemen, in Krasno-Limansky up to 100, in Donetsk more than 60, in South Donetsk and Zaporozhye up to 40. In these bloody battles, our soldiers destroyed three ammunition depots of the Armed Forces of Ukraine in Zaporozhye, Dnipropetrovsk and Kherson regions, and in Avdiivka of the Donetsk People's Republic they burned a hangar with military equipment of the 110th mechanized brigade of the Armed Forces of Ukraine. In addition, dozens of tanks, armored vehicles, self-propelled guns and pickups of the enemy were destroyed. Our army aviation, missile troops and artillery shot down a MiG-29 aircraft and a Mi-8 helicopter of the Ukrainian Air Force, the control point of the electronic warfare unit (EW) of the Armed Forces of Ukraine, also defeated the 93rd artillery units of the Armed Forces of Ukraine in firing positions, manpower and military equipment in 108 districts. Lieutenant General Konashenkov noted the combat work of air defense units, that during the day four rockets of the HIMARS multiple launch rocket system were intercepted and seven drones of the Armed Forces of Ukraine were destroyed. BATTLE SUMMARY. In total, since the beginning of the special military operation, they have been destroyed. 385 - aircraft. 208 - helicopters. 3121 is an unmanned aerial vehicle. 404 - anti-aircraft missile systems. 7859 - tanks and other armored fighting vehicles. 1019 - combat vehicles of multiple launch rocket systems. 4091 - field artillery and mortar gun. 8377 - units of special military vehicles. LISTEN AS WELL. Will Russia be able to complete the special operation before the end of the year (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723338/,Igor YAKUNIN,2023-02-20,"Latest news on the situation around Ukraine on February 20, 2023: Shelling of peaceful neighborhoods of Donetsk and demolition of the monument to Pushkin near Poltava","We have collected the latest news about what is happening around Ukraine on February 20, 2023","Fewer Buks and Crabs are cleaner. The western grouping of troops in the Kupyansk direction destroyed two platoons of the Armed Forces of Ukraine, two armored vehicles, MLRS ""Grad"". The group of troops ""Center"" in the Krasno-Limansky direction reduced the number of enemies by 200 people killed and wounded, destroyed BMPs, five armored vehicles, Gvozdika self-propelled guns and a D-20 howitzer during the day. The southern grouping of troops in the Donetsk direction leveled up to 250 enemy fighters, three armored vehicles, howitzers D-20 and D-30 and the Polish self-propelled gun Krab. According to the Ministry of Defense of the Russian Federation, in Pervomaisky in the DPR, the Buk-M1 air defense system was destroyed. In Marinka in the DPR, an ammunition depot of the Armed Forces of Ukraine was burned. The group of troops ""Vostok"" hit the units of the Armed Forces of Ukraine in Ugledar and inflicted such losses on the enemy: up to 70 people killed and wounded, a tank, BMP, two armored vehicles, two D-30 howitzers and one D-20 howitzer. And in the area of Vodiane, two warehouses of the 72nd mechanized brigade of the Armed Forces of Ukraine with ammunition and fuel for military equipment were broken. Well, near Khmelnitsky, a high-precision strike of our sea-based missiles leveled to the ground the point of deployment of a regiment of drones of the Armed Forces of Ukraine. The sea god punished the petty heavenly demons for their pride. The punishers are hitting the Donetsk residents from the RSZ. On Sunday afternoon, the Armed Forces of Ukraine fired 40 MLRS missiles at the center of Donetsk in a few minutes. At least seven people were injured, said the mayor of the city Alexei Kulemzin. Residential buildings, a sports complex, buildings of a number of social institutions were damaged. An arrival was recorded in the building of the DPR Prosecutor General's Office, where smoke and fire arose as a result. As a result of the barbaric shelling, the largest library in the Donbas was also damaged. There is also destruction in the building of the student hostel in Donetsk. Near Poltava, Pushkin was overtaken by a terrible place. Near the school in the village of Belenchenkovka, Poltava region, a monument to Alexander Pushkin (the author of the poem ""Poltava"") was demolished. Next in line is a monument to General Pavel Korzun. The head of the department of culture and tourism of the Hadyach City Council, Larisa Trush, said that they allegedly wanted to ""move"" the sculpture of the great Russian poet to the Hadyach Museum of History and Local Lore. But... the construction technicians, because of their size, could not drive into the courtyard of the museum. And the monument was abandoned in the courtyard of the house of culture. If something will remain from Pushkin, petrified with amazement, as well as from the sculpture of Korzun, who died during the liberation of Ukraine from the Nazis, in the coming months, then the sculptural ""remains"" will be taken to the ""Park of the Soviet Period"", in the Sumy region. Ah, little Alexander Sergeevich betrayed Mazepa... The United States is afraid of military assistance to Moscow from Beijing. NBC reports that the White House is confident that China is providing ""non-lethal military assistance"" to Russia. Perhaps we are talking about the supply of military uniforms ""or even body armor."" The White House is alarmed that the Chinese side may ""consider the possibility of lethal assistance."" The alarm was expressed, in particular, by the head of the State Department, Anthony Blinken. He explained that by ""lethal assistance"" he means the supply of ""a number of products - from ammunition to the weapons themselves."" Jealous, Yankees. Kiev sees everywhere the poisoners of their ""warriors of light. In the Chernihiv region there was a mass poisoning of the soldiers of the Armed Forces of Ukraine. After that, they were universally forbidden to accept food and water from local residents. A source in the Armed Forces of Ukraine told Ukrainian media that in early February, 40 fighters showed symptoms of acute poisoning. There was an embarrassment after the ""warriors of light"" ate the semi-finished products received from Chernihiv volunteers. Earlier it was reported that Ukrainian troops were forbidden to take water from local peasants in the Kharkiv region. They are also afraid that they will be poisoned. So that's it, you can bring lard from Uzhgorod, or something, and water from Truskavets. The conflict in Ukraine is global. British leader Rishi Sunak and US Vice President Kamala Harris at the Munich Security Conference voiced that the conflict in Ukraine is a global battle, the consequences of which are felt around the world, both in the field of energy and sovereignty. The prime minister and vice president condemned those countries that provide political or military support for Moscow's actions. They also discussed intensifying international efforts to help Ukraine ""ensure Kiev's victory"" and find a way to guarantee Ukraine's security in the long term. Restlessness in alliance with myopia is a terrible force. ""Daggers"" became large. Sergey Chemezov, the head of Rostec, said that the production of Kinzhal hypersonic missiles has increased in our country. On the air of the Zvezda Plus TV channel, he said that initially a large number of such ammunition was not required, but since the beginning of the SVO, their production has been steadily increasing. Chemezov said that Rostec produces huge volumes of products for the Ministry of Defense, for some items supplies have increased 50 times. As for the ""daggers"", the complex has already shown itself perfectly during the use in a special military operation in Ukraine to defeat ground, especially fortified targets. Why Ukrainian refugees were disappointed in Canada. More than one hundred thousand Ukrainians arrived in Canada under the program for refugees. But for many, it turned out to be a disappointment. Ukrainian media reported that some of the fugitives across the ocean were seduced by free tickets from Charitable Canadian Foundations. Others were lured by high ""lifts"" from the government. But refugees have to look for housing themselves – and this is difficult and expensive. Employers do not wait for newcomers from the country with open arms. One of the immigrants advised couples with small children not to come to Canada: ""And do not think to come if you do not know the language. You have a family, a child, a wife who does not plan to work. If you've settled in Europe somehow, sit there and don't go to Canada. Without a tongue, you will only be ""standing on a shovel."" And ""ce Europeans"" consider Canada a technologically backward country. They then escaped from the developed... LISTEN AS WELL. Kiev is preparing another provocation against Russia (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723314/,Oleksandr BOYKO,2023-02-19,"Containers with ""radioactive materials"" were delivered to Ukraine from Europe","The Kiev regime is going to use radioactive waste for local contamination of the area in order to show the world another ""Powell test tube""","The Ministry of Defense reported alarming news: in order to implement a high-profile provocation from the territory of one of the European states, several containers with radioactive substances were delivered to Ukraine bypassing customs inspection. ""Their accomplices of the head of the Kiev regime are going to use to stage a local contamination of the area in the area of one of the radiation-hazardous objects controlled by the Kiev regime,"" the Defense Ministry said. The Kiev regime is preparing a provocation for the opening of the 11th emergency special session of the UN General Assembly. There, official Kiev plans to show its ""Powell test tube"" and accuse Russia of allegedly ""gross violation"" of the obligations of the Convention on Nuclear Safety during a special military operation. ""The purpose of the provocation is to accuse the Armed Forces of the Russian Federation of allegedly inflicting indiscriminate strikes on radiation-hazardous facilities of Ukraine, which led to the leakage of radioactive substances and contamination of the area,"" the military department emphasized. Komsomolka told about these plans of Western special services in the material of February 14 ""The West needs an information ""explosion"" of Chernobyl in order to give birth to the world ""Powell's test tube""."" Then the Interdepartmental Coordination Headquarters of Russia for Humanitarian Response exposed the details of the provocation from the Chernobyl nuclear power plant being prepared by Western special services and reported on the preparation by the Kiev regime, with the support of the United States and European countries, of a large-scale information provocation (""great event"") to accuse Russia. LISTEN AS WELL. Dmitry Steshin: The use of chemical weapons will not bring victory to Kiev (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723310/,Oleksandr BOYKO,2023-02-19,The Ministry of Defense of Russia denied fake news about the dismissal of officers of the LPR and the DPR,Ukrainian special services have become more active in spreading lies about the Russian army,"The Russian Defense Ministry denied the reports of some sources about the alleged dismissal of officers of the 1st Donetsk and 2nd Lugansk Army Corps after their entry into the Russian armed forces. ""From January 1, 2023, the personnel of the 1st Army Donetsk Corps and the 2nd Guards Army Lugansk-Severodonetsk Corps in full composition with equipment, weapons and materiel are included in the Armed Forces of the Russian Federation. At the same time, we emphasize that the information about the alleged dismissal after the adoption of officers of these army corps into the Russian armed forces is absolutely not true,"" the Russian Defense Ministry emphasized. It should be noted that recently the Ukrainian special services have become more active in spreading lies about the Russian army. They fabricate various orders signed by generals of the Russian army, the DPR or the LPR, which talk about fantasy events that do not actually happen. The military department officially assured that not a single order of the Ministry of Defense of Russia on the dismissal of servicemen of the 1st Army Donetsk Corps and the 2nd Guards Army Lugansk-Severodonetsk Corps ""does not exist and has not been issued."" ""All servicemen of these formations, admitted to the Armed Forces of the Russian Federation from January 1 of this year, decently and selflessly perform combat missions as part of a special military operation,"" the military department said. LISTEN AS WELL. Dmitry Steshin: The use of chemical weapons will not bring victory to Kiev (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723290/,Alexander GRISHIN,2023-02-19,"In Kiev, they tried to intimidate the Minister of Foreign Affairs of Israel, but it did not work out",Special hopes were pinned on Eli Cohen's visit.,"Just the other day, a new Israeli Foreign Minister, Eli Cohen, arrived in Kiev on a visit. The Ukrainian leadership pinned special hopes on him. The head of Israeli diplomacy was expected to be. (a) Strongly condemn Rossi. b) will no less resolutely support Ukraine. c) agree to the supply of weapons from Israel to Kiev and announce them, first of all, about air defense and PR systems. d) announce the provision by Israel of a soft loan in the amount of at least 500 million US dollars. Kiev even went to a real scandal on the eve of the visit, announcing that if Cohen does not live up to the hopes placed on him, of course, from The Independent State, then let him not even count on a rendezvous and a photo shoot with Zelensky. And maybe not even come, for that matter. But Cohen arrived, went to Bucha and Babi Yar (it is noteworthy that the Israeli Foreign Minister drove along Stepan Bandera Avenue to the site of mass executions of Jews). Without the support of Kiev, of course, could not do. "" I came to say: Israel supports Ukraine and the Ukrainian people in difficult times - this phrase was the first thing That Cohen said when he stepped off the bandwagon of the train on which they came from Poland. But with everything else, somehow it didn't work out. Cohen did not live up to the hopes of Zelensky and the head of Ukrainian diplomacy Dmytro Kuleba. Even with credit. Apparently bargaining, it was announced that Israel was ready to provide loan guarantees for 200 million, moreover, for the targeted restoration of civilian infrastructure. Not a word of condemnation of Russia came out of Cohen's mouth, nor was a single promise made in the field of armaments. Not even the know-how invented in Kiev, which has so far worked flawlessly on high-ranking visitors from a well-fed and calm Europe, did not help. In the midst of negotiations between Kuleba and Cohen, an air raid siren sounded. This is a well-known invention of Zelensky's team. As soon as one of the high representatives arrives in Kiev, immediately he is led somewhere in the bomb shelter to the sounds of an air alarm, which, by coincidence, is necessarily nearby. And there are already local residents who accidentally sat there for at least a couple of hours waiting for distinguished guests and begin to tell them ""for life"" and ""Russia's aggression"". For Europeans, such sounds are adventures in themselves. The President of The Federal Republic of Germany fell for this bait, Charles Michel (or Josep Borrell), Angelina Jolie, Sean Penn and some others rushed to the bomb shelter under these sirens, although in none of the above cases were there any shelling in thoughts, and not that in reality. With Cohen, they decided to do the same trick, although no threat in reality was even close. But with the Israeli in Kiev clearly overreacted. Eli was born and raised in Israel, where such sirens sound almost on a daily basis, and children often play on the sidewalk to the explosions of downed or reaching the target of missiles. In addition, he managed to serve in the IDF, rising to the rank of major. All in all, this cheap operetta clearly had no effect on him. It is possible that deep in his soul he laughed at the naïve Ukrainians who decided to deceive him with the help of cunning. The wrong one was attacked. LISTEN AS WELL. Dmitry Steshin: The use of chemical weapons will not bring victory to Kiev (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723283/,Oleksandr BOYKO,2023-02-19,The Russian Defense Ministry launched a missile strike on the base of Ukrainian drones,"Near the same Khmelnitsky, our sailors liquidated the warehouse of artillery ammunition at the railway station of Grechany","The Ministry of Defense of Russia reports that during a special military operation (SVO), high-precision sea-based long-range missiles hit the deployment point of the 383rd regiment of unmanned aerial vehicles of the Armed Forces of Ukraine near the city of Khmelnitsky and the warehouse of artillery ammunition near the railway station Of Grechany, Khmelnitsky region. These are the same drones with which the Armed Forces of Ukraine threatened to strike in the coming days. All our missiles have reached the targets set by reconnaissance. The official representative of the Ministry of Defense Igor Konashenkov at the last briefing also told the media about the next losses of the Armed Forces of Ukraine over the past day: up to 70 Ukrainian servicemen were killed in the Kupyansk direction, more than 200 in the Krasno-Limansky direction, up to 250 in Donetsk, up to 70 in the South Donetsk and Zaporizhzhya directions, up to 15 in the Kherson direction. In these battles, our soldiers destroyed seven ammunition depots, a Krab self-propelled artillery launcher (Poland), a launcher of the Ukrainian Buk-M1 anti-aircraft missile system, two counter-battery radar stations produced by the United States AN / TPQ-50 and AN / TPQ-36, dozens of tanks, armored vehicles, howitzers and cars. At the same time, our aviation, missile troops and artillery defeated 92 artillery units of the Armed Forces of Ukraine in firing positions, manpower and equipment in 118 districts during the day. The lieutenant general noted that in Malinovka, Zaporizhia region and Ugledar of the Donetsk People's Republic, the command posts of the 102nd territorial defense brigade and the 72nd mechanized brigade of the Armed Forces of Ukraine were hit. And he thanked the air defense units that shot down six Ukrainian drones during the day. BATTLE SUMMARY. In total, since the beginning of the special military operation, they have been destroyed. 385 - aircraft. 210 - helicopters. 3178 - unmanned aerial vehicles. 405 - anti-aircraft missile systems. 7935 - tanks and other armored fighting vehicles. 1029 - combat vehicles of multiple launch rocket systems. 4144 - field artillery and mortar guns. 8458 - units of special military vehicles. LISTEN AS WELL. Dmitry Steshin: The use of chemical weapons will not bring victory to Kiev (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723264/,Andrey BARANOV,2023-02-19,Darkness and fear reign in Zelensky's bunker: Where the President of Ukraine is hiding,The Times journalist released a report on Zelensky's bunker,"The political editor of the British newspaper The Times, Caroline Wheeler, was allowed to go on an excursion to Zelensky's bunker in Kiev and made a very gloomy impression of this visit. The journalist titled her report bleakly - ""Inside Zelensky's bunker: no phones, no light, no sleep."" Of course, in its material there are enough familiar Western clichés, and conclusions are sometimes drawn on a dubious knowledge of realities. For example, Wheeler writes in the very first lines that on the day of her arrival, ""Kiev was subjected to the most intense blows, which apparently was the Kremlin's response to President Zelensky's tour of the UK and Europe, during which new promises of arms supplies and sanctions against Russia were received."" Probably, in her opinion, this is how military operations are carried out. But the journalist was able to notice many interesting details reflecting the oppressive atmosphere of the place where the current Ukrainian hetman lives. Sometimes parallels come to mind with another bunker in which the German Führer committed suicide, also trying to make Nazism a new religion. Here's what she writes. - The most striking thing that catches your eye when entering Bankova (the Ukrainian equivalent of Downing Street) is how dark it is inside. All curtains are drawn and the lights are off to reduce the threat that the building will become a target for air attacks or snipers. I thought darkness was a temporary measure due to the last raid, but I was told it was done on a permanent basis. As the guard escorted me through the vast corridors and up the grand staircase, I couldn't even see my legs and could only walk thanks to the flashlight on his phone. - Bank, a concrete block of offices, surrounded by a steel ring. Checkpoints with armed guards are located on every street surrounding the complex, and access is granted only to those who have the relevant documents. Civilian cars can't get close, and soldiers ask pedestrians for secret passwords that change daily - often meaningless phrases that would be difficult for Russians to pronounce (obviously, something like the notorious ""palyanitsa"", because only Russians will certainly break through the cordons, the British woman believes. - Ed.). ""Earlier in the day, security personnel picked me up at one of the checkpoints and drove me in a van through several more barriers before entering the courtyard through a huge metal gate. Inside, windows, doors and former grand staircases are littered with sandbags. Sitting in the waiting room, where the eerie twilight was still lit only by the light of the phone, I watched as military advisers in khaki uniforms fussily entered and exited the offices. Shortly thereafter, a soldier sitting nearby jumped to his feet. Others in the room also stretched out on the counter ""peacefully"" as Zelenskiy, who was easily recognizable by his small stature and signature black hoodie that read ""I am Ukrainian,"" walked through the hall accompanied by a group of advisers. Wheeler reports interesting details of Zelensky's stay in the bunker. At the beginning of the SVO, Ukrainian propagandists strongly denied reports that the president was hiding in a secluded place. It turned out to be so. The journalist reports. - According to one government source, the original plan was to stay underground for a week. But events outside forced a change of plan. Zelenskiy and his most senior aides have spent most of the two months living underground, periodically surfacing to the surface to reassure people he hasn't escaped. Those allowed to live alongside the president in an underground bunker had to sign a non-disclosure agreement prohibiting them from sharing any details about the bunker's interior or amenities. They weren't even allowed to talk about the food they ate. The complete inadequacy in which Zelensky's entourage resides can be said by the following passages from the report in The Times. - An isolated team below watched the fighting through their iPhones. A few hours after the start of the special operation, the guards turned off the lights when a shootout broke out around the government quarter (I wonder who is with whom. - Ed.) and issued bulletproof vests and assault rifles to Zelensky and a dozen of his assistants. - The head of the Office of the President of Ukraine Yermak was furious that hundreds of Russian singers, artists and influential people who support the SVO were free to travel around the West. Bankova was shocked when Philip Kirkorov, who has been described as ""Putin's favourite singer,"" attended a Grammy Awards ceremony in Los Angeles this month. LISTEN AS WELL. Dmitry Steshin: The use of chemical weapons will not bring victory to Kiev (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723152/,Alexander GRISHIN,2023-02-19,"The latest news about the situation around Ukraine on February 19, 2023: The West is holding tanks, Ukrainian grain has reached only the Spanish pigs","We have collected the latest news about the situation around Ukraine on February 19, 2023","THE CHINESE HAVE THEIR OWN PRIDE. Air France-KLM CEO Ben Smith said Chinese airlines were taking an ""unfair advantage"" over European carriers because they had permission to fly over Russia. As a result, European airlines are forced to choose longer routes to Asia to fly around Russia due to sanctions, and the Chinese use shorter routes from Asia to Europe and vice versa. That reduces the flight time between Paris and, for example, Seoul by as much as three hours. And in such conditions, it is difficult for Europeans, to put it mildly, to compete with Chinese air carriers, which are chosen by passengers because of cheaper air tickets and less travel time. And who and because of what imposed such sanctions. ""NAFTOGAZ OF UKRAINE"" ENGAGED IN THE SALE OF GENERATORS AND ""BOURGEOIS. One of the monsters of the Ukrainian economy - the company ""Naftogaz of Ukraine"" - began to develop new market segments. She launched her own online store selling appliances and appliances for the home. In particular, the attention and wallets of buyers are offered gas boilers, power generators, batteries for autonomous power supply, cookers, tourist equipment, including sleeping bags, stoves and much more. All this on the site is called goods ""necessary to create home comfort"". Earlier, the company defaulted on Eurobonds, and its future is now in big question. In such conditions, it is sinful not to work out alternative ways of development or existence. And, judging by the proposed range, the company still has room to develop. For example, in terms of including primuses, kerosene, etc. in the assortment, tanks WILL BE. WE HAVE TO WAIT. Ben Wallace, who has already told Western journalists a lot about how the Ukrainians need to shoot more accurately from their artillery and save shells, as well as not wait for modern Western fighters, explained why Kiev's optimism about the rapid delivery of Western tanks is also inappropriate. - Problems have become apparent here. There is, however, a political solution, but many countries are discovering that their armies do not have serviceable tanks to supply. Politicians sent their military to warehouses, and they had to state that their tanks were either faulty or not repaired for supply to Ukraine, Wallace announced. That is, there will be tanks, but later. When is unknown. They'll tell you later. In the meantime, it is known that the Western tanks transferred to Ukraine in the near future will be enough to form about half of the battalion. And they promised at least a few brigades. But in Kiev, let them not be upset. The West also deceived Russia when it promised not to expand NATO to the east. There will be tanks. Wait. CHINA PREDICTED NEW EMERGENCIES FOR GERMANY, SUCH AS THE UNDERMINING OF THE NORD STREAMS. As stated by the Xinhua news agency, Chinese Foreign Minister Wang Yi during discussions at the Munich International Security Conference, speaking with German Foreign Minister Annalena Berbok, warned that Berlin should be afraid of new incidents similar to the explosions of the Nord Stream gas pipelines. ""The longer the crisis drags on, the more damage Europe will suffer, and from time to time such incidents may occur,"" the Chinese diplomat said, explaining that he understands the concerns of European countries about the Ukrainian crisis. However, after Berbok's statement that Putin should turn his policy 360 degrees, there are serious doubts that German Foreign Minister Annalena will be able to understand what the representative of the PRC warned her about. SO FAR, UKRAINE HAS NOT ""DIED"". Ukrainian Foreign Minister Dmytro Kuleba was one of the centers of attention on Saturday at the International Security Conference, which is taking place these days in Munich. ""As long as Putin is in power, we have problems,"" he said in one speech. ""The best security guarantees before Ukraine joins NATO are money, sanctions and weapons,"" he explained in another, thus outlining his point of view on the criteria for ensuring the country's security. And then he opened up and issued a full and honest confession in response to the question of whether Kiev has enough of the assistance provided by the West to fight Russia. - As long as we fight, we will never have enough weapons, he gave out another author's masterpiece. That is, until Ukraine is ""dead"", it is not necessary to count on the fact that Kiev will be satisfied with Western assistance. And they'll never say, ""Enough is enough. Enough is enough."" The right word, such cattle are easier to really kill than to feed. AND HUNGARY IS PROTI. Hungarian Prime Minister Viktor Orban said that as long as he remains at the head of his country's government, he will not allow Hungary to be dragged into the Russian-Ukrainian conflict. Although all other members of the European Union and NATO are in favor of continuing the war. Budapest, he said, does not agree that Moscow threatens the security of the whole of Europe. According to the politician himself, the conflict in Ukraine will end only after the United States and Russia sit down at the negotiating table, but the later this happens, the greater the losses will be. In addition, Orban noted that ""Budapest will maintain economic relations with Russia and invites its allies to do the same."" Should there even be one normal person in an insane asylum? Of course, yes, but that's just so that his other crazy people did not stumble. TRANSGENDER PEOPLE IN UKRAINE HAVE BEEN ASKED TO BE EXEMPT FROM MOBILIZATION. The Ukrainian LGBT human rights center ""Nash Svit"" called for the release of transgender people from conscription into the army upon mobilization. As specifically noted in the text of the initiative of this center, the diagnoses of ""transsexualism"" and ""gender dysphoria"" (who is interested in what it is, look on the Web) mean the complete unsuitability of a person for military service, if they are pronounced. And if they are moderately expressed, then limited suitability in wartime. Human rights activists believe that the medical commission at the psychiatric hospital should determine the appropriate diagnosis in such people and on this basis release people from service. It is unlikely that human rights activists will succeed, since now even recognized disabled people are mobilized in Ukraine, but if such an initiative is adopted, Ukrainian doctors will have a new source of income that will allow them to improve their well-being. And – yes, ordinary homosexuals are asked not to worry. It's not about them. UKRAINIAN GRAIN WENT TO SPANISH PIG. As Exxpress columnist Michael Koch found out, all the incantations about the need for a ""grain deal"" to save the starving in Africa turned out to be pure lies. The journalist traced the supply of Ukrainian grain through the sea corridor, which was created ""to help the starving"" and found out that the vast majority of the grain exported from Ukraine settled in Spain. And not just settled there, but went to feed the pigs there. Koch suggested that the reason for this precedent was the financial benefit of the Kiev authorities. ""To explain such an outrage is simple: Spain paid more money, and Ukraine delivered,"" the author of the investigation stated. ONE LINE. - As the coordinator for strategic communications of the National Security Council at the White House, John Kirby, said, the United States will welcome the transfer of fighter jets to Ukraine by other countries, but Washington itself did not make promises about such assistance. - The new Prime Minister of Moldova, Dorin Rechan, explained that he had nothing to talk about with Russia until the end of the SVO in Ukraine. Which surely caused a sigh of relief in Moscow. - President of Ukraine (so far) Volodymyr Zelensky, during a meeting with Israeli Foreign Minister Cohen in Kiev, said that ""Iran is a common enemy of Ukraine and Israel."" - The Russian Foreign Ministry warned that Russia is ready to take equivalent compensatory measures if the European Union confiscates its assets. - White House spokeswoman Karin Jean-Pierre says the U.S. is alarmed by South Africa's participation in joint naval exercises with Russia and China, off the coast of South Africa's KwaZulu-Natal province in the Indian Ocean. The exercises will last until February 27. There is still plenty of time to express further concerns. - Ukrainian Foreign Minister Dmytro Kuleba admitted that no country has yet promised Kiev a single modern Western fighter. LISTEN AS WELL. Will Russia be able to complete the special operation before the end of the year (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723150/,Sergey GAPCHUK,2023-02-18,"Military special operation in Ukraine on February 19, 2023: live online broadcast","The KP.RU website publishes the latest news online about Russia's military special operation in Ukraine on February 19, 2023","Since February 24, the Russian military has been conducting a special operation in Ukraine to denazify and demilitarize the country. The KP.RU website publishes the latest news online about Russia's military special operation in Ukraine on February 19, 2023. The Armed Forces of Ukraine mercilessly rob the population in the Kiev-controlled part of the Zaporizhzhya region, as they understand that they will soon have to flee, Vladimir Rogov said. ""The Ukrainian occupiers, posing as defenders, mercilessly plunder our region, realizing that the time is approaching when they will have to flee hastily, saving their lives,"" Rogov said. The Espanyol division is conducting field tests of a new invention from St. Petersburg near Ugledar, which can render useless all drones within a radius of five kilometers. Advisor to the acting head of the DPR Yan Gagin said on February 18, 2023 that a large group of ukrainian soldiers is almost completely blocked in Artemovsk and surrounded by the Russian army. The Russian Defense Ministry reported that with the support of assault and army aviation, as well as with the assistance of artillery crews, the active offensive of the Southern Group of the Armed Forces of the Russian Federation continues. Over the past day, up to 150 servicemen of the Armed Forces of Ukraine, five armored vehicles, MLRS ""Grad"" and a self-propelled howitzer ""Gvozdika"", as well as three cars were destroyed. LISTEN AS WELL. Will Russia be able to complete the special operation before the end of the year (more)"
KomsomolskayaPravda,Russia,https://www.kp.ru/daily/27473.5/4723135/,Alexander GAMOV,2023-02-18,Gennady Onishchenko: Militants of the Kiev regime have repeatedly used banned chemical weapons. This must stop.,"Academician of the Russian Academy of Sciences, President of the Donbass Community in Moscow - with the political observer of the KP.RU Alexander Gamov","The Armed Forces of Ukraine used ammunition with a toxic chemical substance near Ugledar, as a result, two Russian servicemen were injured. Two copters were used as a means of delivery, one of them managed to reach our positions. The remains of the ammunition were sent for examination. ... - Gennady Grigorievich, here is such alarming information... The Armed Forces of Ukraine used a munition with a poisonous substance near Ugledar - it was dropped on the positions of the allied forces from an attack copter on February 16. You have dealt a lot with this topic and participated in international symposia. What kind of ammunition is this? What kind of damage can it do? How to fight against this? And do we have such opportunities. - Well, if the munition, it means it was manufactured for military purposes. Another thing is what kind of it is - homemade or factory. If it is factory, then it is easy to determine by the shell which country it belongs to. Judging by the fact that our servicemen there were vomiting, tearing and so on - this charge was calculated only for an irritating effect. That is, no deaths were recorded. It is possible that it was also a homemade projectile. Which is also strange - Ukraine signed the OPCW Convention at one time. - Organization for the Prohibition of Chemical Weapons. -Yes. If it is part of the OPCW, then even if it is not a factory-made munition, it is still a violation of the convention. There are other things that bother me. This substance could be delivered to them not in the form of a ready-made munition, but in the form, let's say, of a packaged chemical substance. They pack it there in some artisanal way and then apply it. And yet, I think it's probably an American munition. Because other countries still behave more cautiously within the framework of the OPCW than the Americans, who say and live by the rules: what is beneficial to them, everything is fine. And what is unprofitable means that it is not good. In any case, this needs to be dealt with. Because this is not the first message. And - systematically collect the necessary materials, analyze them, look at the origin. Because many chemical drugs can cause similar manifestations in the form of nausea, vomiting, tearing and so on. However, it flashed that there was still a burn of the respiratory tract. It's already... Therefore, in any case, now it is necessary to understand and very systematically, within the framework of the convention, to present these claims. Because we'll talk, we'll discuss, and we'll forget. And here we are again. It's not even the first time we've discussed this. - Tell me, that's how protected our warriors are in positions. - They are not yet protected (in the sense of having anti-incidents). Because their ammunition does not include even an elementary gas mask. Because everyone proceeds from the fact that chemical weapons are prohibited for use. And even, I will give you such a historical analogy, Hitler, when he attacked our country, had chemical weapons, but he did not use them. He used it in the gas chambers, but so that on the battlefield - such facts for the entire Great Patriotic War were not recorded. -I got it. So, it's time to include gas masks in the ammunition. - First, collect all the data, conduct all the necessary analyzes. Examine people who have been subjected to this. And on the basis of this, we have chemical and biological protection troops headed by General Kirillov. And through this system, this is their entire task, to present and declare, including through the Chemical Weapons Convention, that ammunition that has been banned for use since the First World War is used here. LISTEN AS WELL. Dmitry Steshin: The use of chemical weapons will not bring victory to Kiev (more)"
