LABEL,accord,action,ad,addit,administr,advanc,aid,air,aircraft,alexand,alli,allow,alreadi,american,ammunit,ani,announc,anoth,anti,area,arm,armi,armor,artilleri,ask,assist,attack,author,bakhmut,base,battl,becaus,becom,befor,began,begin,believ,biden,billion,border,build,came,carri,center,chang,children,china,citi,civilian,claim,combat,come,command,compani,complet,conflict,continu,control,countri,cours,day,decis,defens,depart,deputi,destroy,did,direct,doe,donbass,donetsk,drone,dure,earlier,end,enemi,energi,equip,europ,european,everyth,far,februari,feder,fight,fighter,forc,foreign,gener,german,germani,govern,group,ha,hand,happen,head,help,hi,high,hit,hous,howev,import,includ,inform,intern,invas,issu,just,kherson,kiev,kill,know,kremlin,kyiv,larg,launch,leader,leopard,like,line,listen,live,long,loss,main,make,mani,media,meet,member,militari,million,minist,ministri,missil,mobil,month,moscow,mr,nation,nationalist,nato,near,need,new,news,note,nuclear,number,offens,offic,offici,onli,open,oper,order,organ,particip,peac,peopl,person,place,plan,point,poland,polit,posit,possibl,post,power,prepar,presid,protect,provid,putin,read,receiv,recent,region,remain,report,repres,republ,resid,result,return,right,rocket,russia,russian,said,sanction,say,secur,send,senior,servic,servicemen,sever,shell,sinc,situat,soldier,special,start,state,statement,strike,suppli,support,talk,tank,target,territori,thi,thing,think,thousand,time,told,train,tri,troop,turn,ukrain,ukrainian,unit,use,vehicl,veri,villag,visit,vladimir,wa,want,war,warn,washington,way,weapon,week,west,western,work,world,wound,year,zelenski
FoxNews,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,3,0,0,0,1,4,0,0,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0
FoxNews,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,6,4,0,0,1,0,0,0,1,0,1,1,0,1,0,1,2,0,0,0,1,1,0,0
RussiaToday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,2,0,0,1,0,0,0,0,6,3,0,0,0,0,0,1,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,13,0,0,4,0,0,0,2,4,1,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,4,0,3,0,0,0,2,0
RussiaToday,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,3,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,1,0,0,0,1,1,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,3,0
RussiaToday,1,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,2,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,6,4,2,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,2
RussiaToday,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,3,0
RussiaToday,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,2,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0,1,4,0,1,2,0,0,0,0,0,1,0,0,0,0,1
RussiaToday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,5,2,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,1,1,0,0,0
RussiaToday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0,2,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,8,4,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2
NYTimes,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,1,0,1,3,0,0,0,0,1,0,1,0,0,1,0,0,3,1,2,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,5,0,0,1,0,16,0,0,0,2,0,1,2,0,0,2,2,0,0,6,0,4,0,2,0,0,0,5,1,0,1,0,0,0,0,1,1,0,1,4,0,0,0,0,0,5,0,22,0,0,0,3,1,3,0,0,0,2,0,1,2,1,1,1,1,0,0,0,3,1,2,0,0,0,1,0,1,0,0,1,1,0,1,5,0,2,0,2,3,2,1,0,1,0,13,9,0,14,14,18,0,6,0,0,0,2,0,0,0,5,0,1,1,1,1,0,0,0,2,0,0,0,0,2,0,1,3,6,3,3,2,0,0,3,6,3,3,0,3,0,1,1,13,4,5,1,0,0,0,1,0,1,1,1,1,3,0
RussiaToday,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,4,0,0,0,0,1,0,1,0,0,4,1,1,1,0,0,0,0,1,1,0,3,2,1,0,2,1,1,2,0,0,0,0,1
RussiaToday,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,2,0,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,3,0,2,0,0,0,2,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,2,0,0,0,0,7,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,2,3,0,0,0,1,0
RussiaToday,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,2,1,0,0,0,0,8,2,0,0,0,0,0,0,1,3,1,0,1,0,0,0,2,0,0,0,0,0,2,2
RussiaToday,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,3,2,0,0,2,0,0,1,2,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,1,0,1,0,0,4,1,0,0,1,4,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1,4,1,2,0,2,0,0,0
KomsomolskayaPravda,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,6,0,0,8,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,3,1,0,0,1,3,2,0,0,2,1,1,1,1,1,0,2,0,0,13,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,1,0,3,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
KomsomolskayaPravda,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,7,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,3,0,5,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,3,0,6,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RussiaToday,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,2,1,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,5,1,2,1,5,0,1,1,0,1,0,0,0,0,0
KomsomolskayaPravda,5,0,0,1,1,0,0,0,0,0,0,2,0,6,0,0,2,0,3,2,1,1,0,0,1,2,1,0,0,0,0,2,1,0,0,0,1,1,0,5,1,3,1,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,8,1,2,0,0,0,0,0,2,0,3,0,1,1,0,0,0,0,1,2,0,5,0,0,0,0,0,0,1,0,3,2,0,1,1,3,1,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,1,0,1,0,2,1,1,1,2,0,0,1,5,1,0,2,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,3,1,3,1,1,1,1,0,0,0,0,2,1,0,0,1,0,3,2,1,0,0,0,2,0,0,1,1,4,1,1,1,1,0,0,0,0,0,5,1,4,5,2,0,0,0,3,0,1,1,0,0,0,0,0,8,1,0,5,3,0,7,0,1,11,0,0,0,5,1,2,4,0,1,20,8,4,2,0,0,0,1,0,9,0,0,0,1,1,3,0,1,0,2,1,0,2,2
KomsomolskayaPravda,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,6,0,0,0,2,2,0,0,4,0,1,8,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0
KomsomolskayaPravda,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,5,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,3,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,2,0,1,0,2,0,1,3,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RussiaToday,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,1,0,2,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,1,0,2,2,0,8,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,4,0,0,0,1,0
KomsomolskayaPravda,1,1,0,1,0,0,0,0,0,0,0,1,3,0,1,2,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,4,1,1,2,3,0,5,0,0,2,1,7,0,0,0,2,0,1,2,1,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,2,1,2,0,0,0,4,0,0,1,4,0,5,1,0,2,0,0,0,3,0,1,0,0,0,0,1,1,1,0,1,1,1,0,2,0,4,1,0,5,0,1,1,1,4,1,1,0,1,2,0,5,0,1,0,0,0,1,2,2,0,0,0,0,0,2,0,0,5,2,6,0,1,0,0,0,0,0,0,0,4,0,0,2,0,4,1,0,2,0,1,1,0,2,6,0,0,1,3,1,0,0,0,3,16,5,2,0,0,2,0,0,0,10,1,0,0,0,1,0,1,0,0,1,2,0,1,6
NYTimes,1,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,4,1,8,1,2,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,9,3,3,0,2,0,3,0,1,0,3,1,0,3,0,2,0,0,1,0,1,0,0,2,0,0,3,1,0,0,0,0,1,0,1,0,0,6,1,14,0,1,0,1,1,2,14,0,0,2,0,4,0,0,0,0,0,3,0,0,0,0,2,3,0,4,0,2,2,1,2,0,0,1,3,0,0,1,1,0,1,1,0,0,0,8,0,0,2,3,1,6,5,2,0,0,0,3,1,3,0,0,0,1,4,1,2,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,3,2,0,0,1,0,0,0,0,0,5,8,2,5,0,0,0,0,0,0,0,6,14,12,0,2,1,1,0,0,0,1,5,3,0,2,0,0,1,2,3,3,0,0,5,1,1,4,0,1,1,0,0,1,0,0,0,11,5,1,1,0,1,3,0,0,0,0,1,1,1,0,2,5,1,0,0,0,3,2,2
RussiaToday,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,2,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,8,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,1
RussiaToday,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,3,0,2,0,9,1,2,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,1,1,0,0,0,0,0
RussiaToday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,2,4,0,4,1,1,0,0,0,0,0,0,1,0,1,2
